Timestamp,User Count,Type,Name,Requests/s,Failures/s,25%,50%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1633629180,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0
1633629181,10,GET,get_cart,0.000000,0.000000,130,170,200,210,230,240,240,240,240,240,240,18,0,150.0,161.44429444444438,76.94669999999992,237.04540000000017,52.22222222222222
1633629181,10,GET,get_catalogue1,0.000000,0.000000,95,110,170,170,180,190,190,190,190,190,190,20,0,110.0,117.59677000000006,29.556200000000032,186.5426000000001,1643.0
1633629181,10,GET,get_catalogue2,0.000000,0.000000,110,110,110,110,110,110,110,110,110,110,110,3,0,110.5240999999999,112.41456666666664,110.5240999999999,114.69869999999993,22.0
1633629181,10,GET,get_category,0.000000,0.000000,52,52,53,53,53,53,53,53,53,53,53,4,0,52,45.74682499999993,25.315799999999776,53.32550000000013,11518.0
1633629181,10,GET,get_customer_orders,0.000000,0.000000,47,50,57,57,57,57,57,57,57,57,57,3,0,50,51.368966666666644,47.056399999999776,56.938600000000065,6368.0
1633629181,10,GET,get_index,0.000000,0.000000,56,69,77,77,83,100,110,110,110,110,110,21,0,69,66.66125238095238,22.383099999999878,107.02429999999995,8688.0
1633629181,10,GET,get_orders,0.000000,0.000000,99,99,99,99,99,99,99,99,99,99,99,1,0,98.9327999999996,98.9327999999996,98.9327999999996,98.9327999999996,2.0
1633629181,10,GET,get_tags,0.000000,0.000000,140,140,140,140,140,140,140,140,140,140,140,1,0,140.9180000000001,140.9180000000001,140.9180000000001,140.9180000000001,107.0
1633629181,10,GET,login,0.000000,0.000000,220,230,240,240,240,240,240,240,240,240,240,6,0,230.0,224.32551666666663,181.80510000000004,237.41429999999997,13.0
1633629181,10,,Aggregated,0.000000,0.000000,69,110,170,180,210,230,240,240,240,240,240,77,0,110.0,115.81767272727276,22.383099999999878,237.41429999999997,3658.1428571428573
1633629182,10,GET,get_cart,0.000000,0.000000,100,140,170,180,220,230,240,240,240,240,240,40,0,140.0,134.71615500000001,15.678000000000303,237.04540000000017,103.7
1633629182,10,GET,get_catalogue1,0.000000,0.000000,95,110,170,170,180,180,190,190,190,190,190,23,0,110.0,115.73031739130438,29.556200000000032,186.5426000000001,1643.0
1633629182,10,GET,get_catalogue2,0.000000,0.000000,24,110,110,110,190,190,190,190,190,190,190,7,0,110.0,97.26841428571421,15.942200000000017,194.1691999999997,22.0
1633629182,10,GET,get_catalogue3,0.000000,0.000000,53,71,82,82,140,140,140,140,140,140,140,7,0,71,77.54517142857148,49.74630000000025,142.36249999999995,1927.0
1633629182,10,GET,get_category,0.000000,0.000000,36,51,52,52,53,53,53,53,53,53,53,7,0,51,43.84904285714278,25.315799999999776,53.32550000000013,11518.0
1633629182,10,GET,get_customer,0.000000,0.000000,60,75,140,140,150,150,150,150,150,150,150,17,0,75,89.77079411764704,28.101099999999768,149.33370000000014,243.41176470588235
1633629182,10,GET,get_customer_orders,0.000000,0.000000,47,50,57,57,57,57,57,57,57,57,57,3,0,50,51.368966666666644,47.056399999999776,56.938600000000065,6368.0
1633629182,10,GET,get_detail,0.000000,0.000000,14,36,56,56,78,78,78,78,78,78,78,7,0,36,37.473885714285714,10.482700000000289,78.02299999999995,10364.0
1633629182,10,GET,get_index,0.000000,0.000000,56,69,77,77,83,100,110,110,110,110,110,23,0,69,66.3660652173913,22.383099999999878,107.02429999999995,8688.0
1633629182,10,GET,get_item,0.000000,0.000000,23,64,94,97,180,180,180,180,180,180,180,10,0,58,65.33297999999998,10.042499999999954,179.90869999999993,286.0
1633629182,10,GET,get_orders,0.000000,0.000000,99,110,190,190,190,190,190,190,190,190,190,3,0,110.0,131.46376666666654,98.9327999999996,188.02329999999978,2.0
1633629182,10,GET,get_related,0.000000,0.000000,58,74,84,140,140,140,140,140,140,140,140,5,0,74,78.36795999999991,34.6375000000001,141.4708,760.0
1633629182,10,GET,get_tags,0.000000,0.000000,130,140,200,200,210,210,210,210,210,210,210,7,0,140.0,156.45585714285718,122.23439999999997,213.1943999999999,107.0
1633629182,10,GET,login,0.000000,0.000000,220,230,240,240,240,240,240,240,240,240,240,6,0,230.0,224.32551666666663,181.80510000000004,237.41429999999997,13.0
1633629182,10,,Aggregated,0.000000,0.000000,57,95,140,150,190,220,230,240,240,240,240,165,0,95,102.61050909090909,10.042499999999954,237.41429999999997,2662.5030303030303
1633629183,10,POST,add_item_to_cart,0.000000,0.000000,110,120,120,120,120,120,120,120,120,120,120,3,0,120.0,117.7929333333334,114.8988000000002,120.7319,0.0
1633629183,10,GET,get_basket,0.000000,0.000000,21,96,99,99,99,99,99,99,99,99,99,3,0,96,72.00749999999992,20.819599999999827,99.40930000000003,23020.0
1633629183,10,GET,get_card,0.000000,0.000000,62,65,120,120,120,120,120,120,120,120,120,3,0,65,84.03459999999986,61.95940000000011,124.72729999999999,17.0
1633629183,10,GET,get_cart,10.000000,0.000000,87,140,170,200,230,240,250,250,250,250,250,50,0,140.0,133.77391400000005,15.678000000000303,253.0644000000004,128.56
1633629183,10,GET,get_catalogue1,10.000000,0.000000,95,110,170,170,180,180,190,190,190,190,190,30,0,110.0,116.16527666666668,29.556200000000032,186.5426000000001,1643.0
1633629183,10,GET,get_catalogue2,0.000000,0.000000,24,110,110,110,190,190,190,190,190,190,190,7,0,110.0,97.26841428571421,15.942200000000017,194.1691999999997,22.0
1633629183,10,GET,get_catalogue3,0.000000,0.000000,53,71,82,82,140,140,140,140,140,140,140,7,0,71,77.54517142857148,49.74630000000025,142.36249999999995,1927.0
1633629183,10,GET,get_category,0.000000,0.000000,36,51,52,52,53,53,53,53,53,53,53,7,0,51,43.84904285714278,25.315799999999776,53.32550000000013,11518.0
1633629183,10,GET,get_customer,0.000000,0.000000,61,75,140,140,150,170,170,170,170,170,170,20,0,70,91.02149999999997,28.101099999999768,167.60189999999974,264.8
1633629183,10,GET,get_customer_orders,0.000000,0.000000,50,57,73,73,73,73,73,73,73,73,73,4,0,50,56.89600000000017,47.056399999999776,73.47710000000075,6368.0
1633629183,10,GET,get_detail,0.000000,0.000000,10,26,41,56,78,78,78,78,78,78,78,10,0,21,30.118239999999957,7.47870000000006,78.02299999999995,10364.0
1633629183,10,GET,get_index,15.000000,0.000000,47,61,71,77,83,100,110,110,110,110,110,33,0,61,57.37614848484849,6.647700000000256,107.02429999999995,8688.0
1633629183,10,GET,get_item,0.000000,0.000000,22,39,66,94,97,180,180,180,180,180,180,13,0,39,55.40623846153847,10.042499999999954,179.90869999999993,286.0
1633629183,10,GET,get_orders,0.000000,0.000000,99,110,190,190,190,190,190,190,190,190,190,3,0,110.0,131.46376666666654,98.9327999999996,188.02329999999978,2.0
1633629183,10,GET,get_related,0.000000,0.000000,74,98,140,160,180,180,180,180,180,180,180,10,0,92,104.62271000000003,34.6375000000001,184.47460000000015,760.0
1633629183,10,GET,get_tags,0.000000,0.000000,130,140,200,200,210,210,210,210,210,210,210,7,0,140.0,156.45585714285718,122.23439999999997,213.1943999999999,107.0
1633629183,10,GET,login,2.000000,0.000000,190,220,230,240,240,240,240,240,240,240,240,9,0,220.0,209.6284333333332,153.8790999999997,237.41429999999997,13.0
1633629183,10,,Aggregated,37.000000,0.000000,53,94,140,150,190,220,240,240,250,250,250,219,0,94,100.05092785388128,6.647700000000256,253.0644000000004,2978.9954337899544
1633629184,10,POST,add_item_to_cart,0.000000,0.000000,110,120,120,120,120,120,120,120,120,120,120,3,0,120.0,117.7929333333334,114.8988000000002,120.7319,0.0
1633629184,10,GET,get_address,0.000000,0.000000,130,190,190,190,190,190,190,190,190,190,190,3,0,189.6433999999996,167.55753333333288,127.18779999999974,189.6433999999996,283.0
1633629184,10,GET,get_basket,0.000000,0.000000,21,96,99,99,99,99,99,99,99,99,99,3,0,96,72.00749999999992,20.819599999999827,99.40930000000003,23020.0
1633629184,10,GET,get_card,0.000000,0.000000,62,65,120,120,120,120,120,120,120,120,120,3,0,65,84.03459999999986,61.95940000000011,124.72729999999999,17.0
1633629184,10,GET,get_cart,15.000000,0.000000,100,140,170,180,230,240,250,250,250,250,250,70,0,140.0,134.0856328571429,15.678000000000303,253.0644000000004,118.22857142857143
1633629184,10,GET,get_catalogue1,11.500000,0.000000,100,110,170,180,190,200,200,200,200,200,200,40,0,110.0,123.86697750000003,29.556200000000032,202.67199999999974,1643.0
1633629184,10,GET,get_catalogue2,3.500000,0.000000,93,100,110,110,110,190,190,190,190,190,190,11,0,100.0,98.39119999999998,15.942200000000017,194.1691999999997,22.0
1633629184,10,GET,get_catalogue3,2.000000,0.000000,53,80,130,130,140,140,140,140,140,140,140,11,0,80,89.71678181818184,46.27390000000009,142.36249999999995,1927.0
1633629184,10,GET,get_category,3.500000,0.000000,37,51,53,53,55,60,60,60,60,60,60,11,0,51,45.90596363636366,25.315799999999776,59.85940000000056,11518.0
